hgnc_symbol	ensembl_gene_id	gene_biotype
UBA7	ENSG00000182179	protein_coding
	ENSG00000268400	protein_coding
NIF3L1	ENSG00000196290	protein_coding
MAST1	ENSG00000105613	protein_coding
MIR5193	ENSG00000283726	miRNA
TRAIP	ENSG00000183763	protein_coding
RNF34	ENSG00000170633	protein_coding
PLA2G4C	ENSG00000105499	protein_coding
CYP20A1	ENSG00000119004	protein_coding
PRAMEF9	ENSG00000204505	protein_coding
LINC02397	ENSG00000205056	lncRNA
OR2T35	ENSG00000177151	protein_coding
OR10K2	ENSG00000180708	protein_coding
NUP107-DT	ENSG00000247363	lncRNA
IRF2BP2	ENSG00000168264	protein_coding
	ENSG00000286190	protein_coding
	ENSG00000282980	processed_pseudogene
	ENSG00000288993	lncRNA
LINC00324	ENSG00000178977	lncRNA
	ENSG00000288954	lncRNA
	ENSG00000288750	lncRNA
FZD10-AS1	ENSG00000250208	lncRNA
RBM15	ENSG00000162775	protein_coding
CTC1	ENSG00000178971	protein_coding
LINC01619	ENSG00000257242	lncRNA
JMJD4	ENSG00000081692	protein_coding
KLHDC7A	ENSG00000179023	protein_coding
	ENSG00000288744	lncRNA
MTX1	ENSG00000173171	protein_coding
	ENSG00000286351	lncRNA
TMPO-AS1	ENSG00000257167	lncRNA
PLA2G4C-AS1	ENSG00000269420	lncRNA
	ENSG00000289218	lncRNA
	ENSG00000257322	lncRNA
	ENSG00000269534	lncRNA
	ENSG00000269321	lncRNA
ZSWIM9	ENSG00000185453	protein_coding
CAMKV	ENSG00000164076	protein_coding
	ENSG00000289105	lncRNA
	ENSG00000243024	transcribed_processed_pseudogene
LINC02458	ENSG00000246363	lncRNA
ARL8A	ENSG00000143862	protein_coding
CARD8	ENSG00000105483	protein_coding
RASSF8-AS1	ENSG00000246695	lncRNA
GPR37L1	ENSG00000170075	protein_coding
SNX27	ENSG00000143376	protein_coding
	ENSG00000289116	lncRNA
	ENSG00000288788	lncRNA
	ENSG00000215841	lncRNA
NCKAP5	ENSG00000176771	protein_coding
	ENSG00000289631	lncRNA
MIR194-2HG	ENSG00000229719	lncRNA
LINC02454	ENSG00000256268	lncRNA
	ENSG00000255689	lncRNA
	ENSG00000289465	lncRNA
LINC02731	ENSG00000204241	lncRNA
	ENSG00000289344	lncRNA
	ENSG00000289174	lncRNA
	ENSG00000256732	lncRNA
IQSEC3-AS1	ENSG00000256540	lncRNA
LINC00900	ENSG00000246100	lncRNA
PGAM1P5	ENSG00000257150	transcribed_processed_pseudogene
THAP4	ENSG00000176946	protein_coding
	ENSG00000289319	lncRNA
	ENSG00000289046	lncRNA
LRIG3-DT	ENSG00000257443	lncRNA
	ENSG00000289093	lncRNA
C1RL-AS1	ENSG00000205885	lncRNA
	ENSG00000289150	lncRNA
	ENSG00000289232	lncRNA
	ENSG00000289625	lncRNA
	ENSG00000289398	lncRNA
CD44-DT	ENSG00000255521	lncRNA
	ENSG00000254510	lncRNA
SLC38A4-AS1	ENSG00000257261	lncRNA
	ENSG00000231698	lncRNA
	ENSG00000255320	lncRNA
IRAG1-AS1	ENSG00000177112	lncRNA
CD63-AS1	ENSG00000258056	lncRNA
	ENSG00000288941	lncRNA
LOH12CR2	ENSG00000205791	lncRNA
C2CD5-AS1	ENSG00000250166	lncRNA
POTEE	ENSG00000188219	protein_coding
CTTN-DT	ENSG00000246889	lncRNA
	ENSG00000289557	lncRNA
NAV2-AS2	ENSG00000254453	lncRNA
	ENSG00000288809	lncRNA
	ENSG00000289516	lncRNA
	ENSG00000289343	lncRNA
	ENSG00000289040	lncRNA
LRP4-AS1	ENSG00000247675	lncRNA
	ENSG00000289310	lncRNA
NLRP1	ENSG00000091592	protein_coding
	ENSG00000289476	lncRNA
	ENSG00000289369	lncRNA
	ENSG00000289268	lncRNA
	ENSG00000289437	lncRNA
	ENSG00000289194	lncRNA
	ENSG00000289283	lncRNA
	ENSG00000288852	lncRNA
	ENSG00000288863	lncRNA
CCDC83	ENSG00000150676	protein_coding
GPRC5D-AS1	ENSG00000247498	lncRNA
RN7SL217P	ENSG00000264706	misc_RNA
ACTL11P	ENSG00000234667	unitary_pseudogene
MST1R	ENSG00000164078	protein_coding
	ENSG00000250734	lncRNA
	ENSG00000255621	lncRNA
CELF3	ENSG00000159409	protein_coding
	ENSG00000243129	processed_pseudogene
GPRC5D	ENSG00000111291	protein_coding
INHBE	ENSG00000139269	protein_coding
	ENSG00000255005	lncRNA
SYTL2	ENSG00000137501	protein_coding
CAPRIN2	ENSG00000110888	protein_coding
PMS1	ENSG00000064933	protein_coding
	ENSG00000227045	lncRNA
RIIAD1	ENSG00000178796	protein_coding
	ENSG00000269621	lncRNA
	ENSG00000236940	processed_pseudogene
MRPL9	ENSG00000143436	protein_coding
	ENSG00000230698	lncRNA
	ENSG00000228008	lncRNA
MON1A	ENSG00000164077	protein_coding
OAZ3	ENSG00000143450	protein_coding
	ENSG00000280353	TEC
	ENSG00000268583	lncRNA
CARD8-AS1	ENSG00000268001	lncRNA
ZNF114-AS1	ENSG00000268186	lncRNA
ZNF114	ENSG00000178150	protein_coding
RBM6	ENSG00000004534	protein_coding
ODAD1	ENSG00000105479	protein_coding
	ENSG00000249602	lncRNA
	ENSG00000232937	lncRNA
	ENSG00000268288	lncRNA
	ENSG00000269489	lncRNA
LINGO4	ENSG00000213171	protein_coding
C2CD4D-AS1	ENSG00000234614	lncRNA
THEM5	ENSG00000196407	protein_coding
THEM4	ENSG00000159445	protein_coding
	ENSG00000285651	lncRNA
	ENSG00000286581	lncRNA
KRT8P28	ENSG00000223810	processed_pseudogene
S100A10	ENSG00000197747	protein_coding
NBPF18P	ENSG00000240667	unprocessed_pseudogene
EMP3	ENSG00000142227	protein_coding
STIL	ENSG00000123473	protein_coding
KRTAP4-6	ENSG00000198090	protein_coding
IGBP1P2	ENSG00000266826	protein_coding
KRTAP4-9	ENSG00000212722	protein_coding
TBC1D3K	ENSG00000273513	protein_coding
LIG1	ENSG00000105486	protein_coding
KRTAP4-7	ENSG00000240871	protein_coding
OR1R1P	ENSG00000180042	protein_coding
KRTAP2-2	ENSG00000214518	protein_coding
TMEM238L	ENSG00000263429	protein_coding
KRT26	ENSG00000186393	protein_coding
ANKRD36	ENSG00000135976	protein_coding
KRTAP4-16	ENSG00000241241	protein_coding
TBC1D3D	ENSG00000274419	protein_coding
TNFSF12	ENSG00000239697	protein_coding
CFLAR	ENSG00000003402	protein_coding
TNFSF12-TNFSF13	ENSG00000248871	protein_coding
VAT1	ENSG00000108828	protein_coding
RND2	ENSG00000108830	protein_coding
RPL21P4	ENSG00000240828	processed_pseudogene
NBR2	ENSG00000198496	lncRNA
	ENSG00000285057	transcribed_unprocessed_pseudogene
	ENSG00000267681	transcribed_processed_pseudogene
	ENSG00000267002	lncRNA
BRCA1P1	ENSG00000267595	unprocessed_pseudogene
	ENSG00000267340	processed_pseudogene
NBR1	ENSG00000188554	protein_coding
C1orf68	ENSG00000198854	protein_coding
LCEP2	ENSG00000229713	unprocessed_pseudogene
LCEP1	ENSG00000233819	unprocessed_pseudogene
LCE1F	ENSG00000240386	protein_coding
LCE1E	ENSG00000186226	protein_coding
LCE1D	ENSG00000172155	protein_coding
	ENSG00000236274	processed_pseudogene
NCDN	ENSG00000020129	protein_coding
RBM5	ENSG00000003756	protein_coding
TMEM106A	ENSG00000184988	protein_coding
TFAP2E	ENSG00000116819	protein_coding
AMY1A	ENSG00000237763	protein_coding
MOB3A	ENSG00000172081	protein_coding
RAD51AP1	ENSG00000111247	protein_coding
CCDC200	ENSG00000236383	protein_coding
IZUMO4	ENSG00000099840	protein_coding
RNU2-1	ENSG00000274585	snRNA
	ENSG00000275616	snRNA
	ENSG00000273709	snRNA
	ENSG00000274432	snRNA
	ENSG00000278048	snRNA
	ENSG00000276596	snRNA
	ENSG00000277903	snRNA
AMY1B	ENSG00000174876	protein_coding
	ENSG00000278774	snRNA
	ENSG00000274862	snRNA
	ENSG00000274062	snRNA
	ENSG00000274452	snRNA
	ENSG00000275219	snRNA
	ENSG00000278591	snRNA
RBMS1	ENSG00000153250	protein_coding
PLEKHM1	ENSG00000225190	protein_coding
	ENSG00000254780	processed_pseudogene
PTPRJ-AS1	ENSG00000254879	lncRNA
RBM5-AS1	ENSG00000281691	lncRNA
SEMA3F-AS1	ENSG00000235016	lncRNA
NUP160	ENSG00000030066	protein_coding
	ENSG00000207922	miRNA
CD86	ENSG00000114013	protein_coding
AMY1C	ENSG00000187733	protein_coding
	ENSG00000237993	lncRNA
HPDL	ENSG00000186603	protein_coding
OR2L5	ENSG00000197454	protein_coding
MAN1C1	ENSG00000117643	protein_coding
	ENSG00000262898	lncRNA
ALOX12-AS1	ENSG00000215067	lncRNA
	ENSG00000287977	processed_pseudogene
CASR	ENSG00000036828	protein_coding
RPL31P60	ENSG00000239988	processed_pseudogene
FAAP24	ENSG00000131944	protein_coding
	ENSG00000261575	transcribed_unprocessed_pseudogene
DYRK4	ENSG00000010219	protein_coding
	ENSG00000233478	lncRNA
SELENON	ENSG00000162430	protein_coding
BRCA1	ENSG00000012048	protein_coding
OR7C1	ENSG00000127530	protein_coding
HNRNPA1P23	ENSG00000240236	processed_pseudogene
CSTA	ENSG00000121552	protein_coding
MIX23	ENSG00000160124	protein_coding
PCSK4	ENSG00000115257	protein_coding
MAB21L3	ENSG00000173212	protein_coding
FAM162A	ENSG00000114023	protein_coding
NFASC	ENSG00000163531	protein_coding
	ENSG00000256748	processed_pseudogene
	ENSG00000272921	protein_coding
AKAP3	ENSG00000111254	protein_coding
HYOU1	ENSG00000149428	protein_coding
WDR5B	ENSG00000196981	protein_coding
	ENSG00000242531	unprocessed_pseudogene
	ENSG00000256799	processed_pseudogene
KPNA1	ENSG00000114030	protein_coding
	ENSG00000256381	lncRNA
NDUFA9	ENSG00000139180	protein_coding
ERVK3-1	ENSG00000142396	protein_coding
BAZ2B	ENSG00000123636	protein_coding
PDE4C	ENSG00000105650	protein_coding
	ENSG00000255639	protein_coding
GAU1	ENSG00000255474	lncRNA
GALNT8	ENSG00000130035	protein_coding
	ENSG00000275348	processed_pseudogene
	ENSG00000287207	lncRNA
PARP9	ENSG00000138496	protein_coding
	ENSG00000256988	lncRNA
INSIG2	ENSG00000125629	protein_coding
KCNA6	ENSG00000151079	protein_coding
	ENSG00000255608	lncRNA
	ENSG00000286866	lncRNA
	ENSG00000287835	lncRNA
KCNA1	ENSG00000111262	protein_coding
	ENSG00000284513	lncRNA
DPY19L2	ENSG00000177990	protein_coding
THSD7B	ENSG00000144229	protein_coding
KCNH7	ENSG00000184611	protein_coding
SELENOI	ENSG00000138018	protein_coding
DTX3L	ENSG00000163840	protein_coding
ZSCAN5C	ENSG00000204532	protein_coding
PINLYP	ENSG00000234465	protein_coding
CNTN2	ENSG00000184144	protein_coding
CBWD2	ENSG00000136682	protein_coding
	ENSG00000249753	lncRNA
PARP15	ENSG00000173200	protein_coding
	ENSG00000257005	processed_pseudogene
SRGAP1	ENSG00000196935	protein_coding
SELENOV	ENSG00000186838	protein_coding
DPRX	ENSG00000204595	protein_coding
NLRP11	ENSG00000179873	protein_coding
EIF4BP8	ENSG00000243918	processed_pseudogene
EMC3	ENSG00000125037	protein_coding
RPL36AP41	ENSG00000242087	processed_pseudogene
	ENSG00000256571	lncRNA
	ENSG00000256399	processed_pseudogene
	ENSG00000255780	processed_pseudogene
	ENSG00000255886	lncRNA
	ENSG00000199740	misc_RNA
RNU6-87P	ENSG00000272028	snRNA
CCDC194	ENSG00000269720	protein_coding
RNU6-1273P	ENSG00000199903	snRNA
	ENSG00000200953	misc_RNA
RNU6-199P	ENSG00000199824	snRNA
VN1R4	ENSG00000228567	protein_coding
METTL7A	ENSG00000185432	protein_coding
SMIM44	ENSG00000284638	protein_coding
	ENSG00000268655	protein_coding
ARHGAP35	ENSG00000160007	protein_coding
SRPRB	ENSG00000144867	protein_coding
	ENSG00000289695	protein_coding
	ENSG00000271018	processed_pseudogene
ATF1	ENSG00000123268	protein_coding
NPAS1	ENSG00000130751	protein_coding
	ENSG00000271490	processed_pseudogene
RN7SL519P	ENSG00000243075	misc_RNA
TMPRSS12	ENSG00000186452	protein_coding
WWP1P1	ENSG00000244153	processed_pseudogene
	ENSG00000271621	processed_pseudogene
ST3GAL6-AS1	ENSG00000239445	lncRNA
HIGD1C	ENSG00000214511	protein_coding
POU5F1P3	ENSG00000235602	processed_pseudogene
	ENSG00000284393	protein_coding
GCSHP4	ENSG00000256171	processed_pseudogene
DEFB109F	ENSG00000244050	transcribed_unprocessed_pseudogene
	ENSG00000276417	lncRNA
PDLIM1P4	ENSG00000249274	processed_pseudogene
	ENSG00000275367	lncRNA
DCBLD2	ENSG00000057019	protein_coding
FAM90A1	ENSG00000171847	protein_coding
ALG1L10P	ENSG00000254016	unprocessed_pseudogene
FAM86FP	ENSG00000164845	transcribed_unprocessed_pseudogene
LINC02449	ENSG00000215241	lncRNA
MYL6B	ENSG00000196465	protein_coding
DBI	ENSG00000155368	protein_coding
RNU6-26P	ENSG00000206712	snRNA
RNU6-1263P	ENSG00000207331	snRNA
ST3GAL6	ENSG00000064225	protein_coding
	ENSG00000238943	misc_RNA
	ENSG00000252727	scaRNA
	ENSG00000280345	TEC
HADHAP2	ENSG00000255967	processed_pseudogene
AICDA	ENSG00000111732	protein_coding
SPAG16	ENSG00000144451	protein_coding
KCTD21	ENSG00000188997	protein_coding
USP35	ENSG00000118369	protein_coding
TMEM160	ENSG00000130748	protein_coding
ZC3H4	ENSG00000130749	protein_coding
SYPL2	ENSG00000143028	protein_coding
	ENSG00000237481	lncRNA
CCSAP	ENSG00000154429	protein_coding
CPS1	ENSG00000021826	protein_coding
RNU6-180P	ENSG00000252506	snRNA
RN7SKP276	ENSG00000252051	misc_RNA
	ENSG00000230331	processed_pseudogene
GAB2	ENSG00000033327	protein_coding
ACTA1	ENSG00000143632	protein_coding
SAE1	ENSG00000142230	protein_coding
	ENSG00000226920	lncRNA
	ENSG00000279667	TEC
ZFP69	ENSG00000187815	protein_coding
	ENSG00000288043	lncRNA
	ENSG00000206636	misc_RNA
	ENSG00000240739	unprocessed_pseudogene
	ENSG00000282080	lncRNA
HSPD1P12	ENSG00000255964	processed_pseudogene
EXO5-DT	ENSG00000238287	lncRNA
	ENSG00000255581	processed_pseudogene
	ENSG00000227278	lncRNA
	ENSG00000238186	lncRNA
FOXJ2	ENSG00000065970	protein_coding
ZNF684	ENSG00000117010	protein_coding
	ENSG00000288538	lncRNA
	ENSG00000288853	lncRNA
	ENSG00000254420	lncRNA
ZNF75CP	ENSG00000288393	transcribed_processed_pseudogene
	ENSG00000254649	lncRNA
LINC02728	ENSG00000251323	lncRNA
	ENSG00000255084	lncRNA
RNU6-311P	ENSG00000252033	snRNA
COPS8P3	ENSG00000254697	processed_pseudogene
	ENSG00000254563	lncRNA
ATP5MG	ENSG00000167283	protein_coding
FYCO1	ENSG00000163820	protein_coding
	ENSG00000286838	lncRNA
	ENSG00000236505	unprocessed_pseudogene
	ENSG00000229820	processed_pseudogene
RNU6ATAC27P	ENSG00000221216	snRNA
SNHG3	ENSG00000242125	lncRNA
SNORA73A	ENSG00000274266	snoRNA
SNORA73B	ENSG00000200087	snoRNA
PRDX3P2	ENSG00000231468	processed_pseudogene
C3AR1	ENSG00000171860	protein_coding
	ENSG00000279443	TEC
TRNAU1AP	ENSG00000180098	protein_coding
	ENSG00000289518	lncRNA
BBC3	ENSG00000105327	protein_coding
NECAP1	ENSG00000089818	protein_coding
NARS2	ENSG00000137513	protein_coding
MIR3190	ENSG00000265134	miRNA
MIR3191	ENSG00000284411	miRNA
	ENSG00000286669	lncRNA
CCDC9	ENSG00000105321	protein_coding
SNORD99	ENSG00000221539	snoRNA
SNORA61	ENSG00000278274	snoRNA
SNORA44	ENSG00000273544	snoRNA
SNORA16A	ENSG00000280498	snoRNA
SNORA16A	ENSG00000274582	snoRNA
RAB42	ENSG00000188060	protein_coding
TAF12-DT	ENSG00000229388	lncRNA
TTLL3	ENSG00000214021	protein_coding
	ENSG00000270103	lncRNA
RNU11	ENSG00000274978	snRNA
AMY2B	ENSG00000240038	protein_coding
INAFM1	ENSG00000257704	protein_coding
MZF1-AS1	ENSG00000267858	lncRNA
LENG8-AS1	ENSG00000226696	lncRNA
ACSF2	ENSG00000167107	protein_coding
LINC01836	ENSG00000267530	lncRNA
NACC1	ENSG00000160877	protein_coding
PSMD8	ENSG00000099341	protein_coding
AMY2A	ENSG00000243480	protein_coding
CDK18	ENSG00000117266	protein_coding
AP3D1	ENSG00000065000	protein_coding
	ENSG00000279865	TEC
	ENSG00000284697	lncRNA
CLEC4A	ENSG00000111729	protein_coding
	ENSG00000254810	lncRNA
EMSY	ENSG00000158636	protein_coding
PDCL3P4	ENSG00000244119	transcribed_processed_pseudogene
MICOS10P3	ENSG00000224237	processed_pseudogene
RNU6-342P	ENSG00000207251	snRNA
	ENSG00000287348	lncRNA
RPS20P15	ENSG00000227523	processed_pseudogene
	ENSG00000230807	processed_pseudogene
RNU1-96P	ENSG00000201033	snRNA
ZNF705A	ENSG00000196946	protein_coding
NEK10	ENSG00000163491	protein_coding
	ENSG00000286895	lncRNA
ENPP7P5	ENSG00000256589	unprocessed_pseudogene
	ENSG00000286504	lncRNA
	ENSG00000256101	lncRNA
	ENSG00000277952	processed_pseudogene
MRPS21P9	ENSG00000262759	processed_pseudogene
PUS7L	ENSG00000129317	protein_coding
CHAD	ENSG00000136457	protein_coding
	ENSG00000275897	lncRNA
RSAD1	ENSG00000136444	protein_coding
	ENSG00000225522	processed_pseudogene
GOLT1A	ENSG00000174567	protein_coding
PLEKHA6	ENSG00000143850	protein_coding
FAIM	ENSG00000158234	protein_coding
	ENSG00000249451	lncRNA
MYCBPAP	ENSG00000136449	protein_coding
	ENSG00000257896	transcribed_unprocessed_pseudogene
TWF1	ENSG00000151239	protein_coding
MAGI1	ENSG00000151276	protein_coding
	ENSG00000231691	lncRNA
	ENSG00000219133	processed_pseudogene
LINC00628	ENSG00000280924	lncRNA
PPP1R15B-AS1	ENSG00000226330	lncRNA
	ENSG00000237848	processed_pseudogene
	ENSG00000236779	processed_pseudogene
RNA5SP74	ENSG00000200408	rRNA_pseudogene
	ENSG00000240710	lncRNA
	ENSG00000240219	lncRNA
	ENSG00000228729	processed_pseudogene
	ENSG00000236636	processed_pseudogene
	ENSG00000287525	lncRNA
ZMYM1	ENSG00000197056	protein_coding
ZNF75BP	ENSG00000258212	processed_pseudogene
CCND2-AS1	ENSG00000255920	lncRNA
ANGPTL6	ENSG00000130812	protein_coding
IRAK4	ENSG00000198001	protein_coding
	ENSG00000250286	lncRNA
RELB	ENSG00000104856	protein_coding
EPN3	ENSG00000049283	protein_coding
CLASRP	ENSG00000104859	protein_coding
	ENSG00000240801	lncRNA
INS-IGF2	ENSG00000129965	protein_coding
RPL12P45	ENSG00000233940	processed_pseudogene
EFCAB14P1	ENSG00000228348	processed_pseudogene
	ENSG00000284640	lncRNA
	ENSG00000201868	misc_RNA
RN7SL503P	ENSG00000240374	misc_RNA
	ENSG00000201542	snoRNA
MIR483	ENSG00000207805	miRNA
IGF2-AS	ENSG00000099869	lncRNA
C1orf146	ENSG00000203910	protein_coding
INS	ENSG00000254647	protein_coding
ACTBP12	ENSG00000233125	processed_pseudogene
SPATA20	ENSG00000006282	protein_coding
GLMN	ENSG00000174842	protein_coding
TH	ENSG00000180176	protein_coding
CCT7	ENSG00000135624	protein_coding
	ENSG00000257258	lncRNA
TAMM41	ENSG00000144559	protein_coding
FAR2	ENSG00000064763	protein_coding
RNU6-611P	ENSG00000207003	snRNA
ZNF296	ENSG00000170684	protein_coding
GEMIN7-AS1	ENSG00000267348	lncRNA
RPAP2	ENSG00000122484	protein_coding
GEMIN7	ENSG00000142252	protein_coding
	ENSG00000275278	lncRNA
	ENSG00000275476	lncRNA
EIF5AP3	ENSG00000267346	processed_pseudogene
	ENSG00000257176	lncRNA
TBC1D17	ENSG00000104946	protein_coding
	ENSG00000274315	lncRNA
	ENSG00000273680	lncRNA
ERGIC2	ENSG00000087502	protein_coding
RN7SL824P	ENSG00000242764	misc_RNA
	ENSG00000223787	processed_pseudogene
HMGB3P9	ENSG00000229992	processed_pseudogene
RNU4-59P	ENSG00000201317	snRNA
	ENSG00000225505	processed_pseudogene
H3P3	ENSG00000234202	processed_pseudogene
CCNJP2	ENSG00000223896	processed_pseudogene
OR10X1	ENSG00000279111	protein_coding
OR2T27	ENSG00000187701	protein_coding
OR6K1P	ENSG00000231237	unprocessed_pseudogene
OR6K3	ENSG00000203757	protein_coding
OR6K4P	ENSG00000180437	unprocessed_pseudogene
OR6K5P	ENSG00000226949	unprocessed_pseudogene
OR2AQ1P	ENSG00000229724	unprocessed_pseudogene
OR10AA1P	ENSG00000180409	unprocessed_pseudogene
MNDA	ENSG00000163563	protein_coding
ROPN1	ENSG00000065371	protein_coding
OR10J3	ENSG00000196266	protein_coding
OR14A16	ENSG00000196772	protein_coding
HSD17B7P1	ENSG00000232908	processed_pseudogene
EFHD1	ENSG00000115468	protein_coding
OR6R1P	ENSG00000230576	unprocessed_pseudogene
OR11L1	ENSG00000197591	protein_coding
TRIM58	ENSG00000162722	protein_coding
OR2W3	ENSG00000238243	protein_coding
OR2AJ1	ENSG00000177275	protein_coding
CLK3P2	ENSG00000226191	processed_pseudogene
OR2X1P	ENSG00000224830	unprocessed_pseudogene
OR2L8	ENSG00000279263	protein_coding
SLC4A7	ENSG00000033867	protein_coding
OR6Y1	ENSG00000197532	protein_coding
TLR12P	ENSG00000234512	unitary_pseudogene
	ENSG00000235907	processed_pseudogene
ZSCAN20	ENSG00000121903	protein_coding
NUP62	ENSG00000213024	protein_coding
POTEI	ENSG00000196834	protein_coding
	ENSG00000257456	lncRNA
FAM234B	ENSG00000084444	protein_coding
OR2T6	ENSG00000198104	protein_coding
OR2M1P	ENSG00000177233	unprocessed_pseudogene
MIR4686	ENSG00000265258	miRNA
OR2M5	ENSG00000162727	protein_coding
ASCL2	ENSG00000183734	protein_coding
C11orf21	ENSG00000110665	protein_coding
OR2M2	ENSG00000198601	protein_coding
GM2AP2	ENSG00000239428	processed_pseudogene
CYCSP53	ENSG00000234333	processed_pseudogene
MYOC	ENSG00000034971	protein_coding
TSPAN32	ENSG00000064201	protein_coding
CACNA1G-AS1	ENSG00000250107	lncRNA
	ENSG00000233542	lncRNA
	ENSG00000262052	lncRNA
OR7E47P	ENSG00000257542	transcribed_unprocessed_pseudogene
ANKFN1	ENSG00000153930	protein_coding
GABRD	ENSG00000187730	protein_coding
FOXN2	ENSG00000170802	protein_coding
	ENSG00000257989	lncRNA
LINC00592	ENSG00000258279	lncRNA
KCNK3	ENSG00000171303	protein_coding
KRT80	ENSG00000167767	protein_coding
IZUMO2	ENSG00000161652	protein_coding
	ENSG00000261882	processed_pseudogene
	ENSG00000279606	TEC
RPL39P33	ENSG00000243058	processed_pseudogene
NRXN1	ENSG00000179915	protein_coding
NOG	ENSG00000183691	protein_coding
KCNJ12	ENSG00000184185	protein_coding
	ENSG00000276002	misc_RNA
	ENSG00000287671	lncRNA
U2AF2	ENSG00000063244	protein_coding
PDLIM1P2	ENSG00000265881	processed_pseudogene
	ENSG00000265043	lncRNA
	ENSG00000264023	lncRNA
RPL21P120	ENSG00000244582	processed_pseudogene
PRKCZ-DT	ENSG00000226969	lncRNA
	ENSG00000265265	lncRNA
	ENSG00000266466	lncRNA
	ENSG00000270620	unprocessed_pseudogene
	ENSG00000266673	processed_pseudogene
	ENSG00000266050	transcribed_processed_pseudogene
	ENSG00000264245	processed_pseudogene
ZBTB17	ENSG00000116809	protein_coding
	ENSG00000263375	processed_pseudogene
	ENSG00000260157	transcribed_unprocessed_pseudogene
LINC02874	ENSG00000257137	lncRNA
	ENSG00000264617	unprocessed_pseudogene
	ENSG00000274748	unprocessed_pseudogene
KCNJ18	ENSG00000260458	protein_coding
KPNB1-DT	ENSG00000263766	lncRNA
METTL7AP1	ENSG00000257649	processed_pseudogene
KRT7	ENSG00000135480	protein_coding
MAP3K10	ENSG00000130758	protein_coding
CACNA1G	ENSG00000006283	protein_coding
RNU6-878P	ENSG00000207308	snRNA
CD81-AS1	ENSG00000238184	lncRNA
RPL26P30	ENSG00000236264	transcribed_processed_pseudogene
	ENSG00000199550	misc_RNA
	ENSG00000244313	processed_pseudogene
KRT7-AS	ENSG00000257671	lncRNA
KRT86	ENSG00000170442	protein_coding
DGKZ	ENSG00000149091	protein_coding
KRT87P	ENSG00000135477	transcribed_unprocessed_pseudogene
TTC9B	ENSG00000174521	protein_coding
CCNP	ENSG00000105219	protein_coding
	ENSG00000284883	unprocessed_pseudogene
	ENSG00000234607	processed_pseudogene
	ENSG00000231353	unprocessed_pseudogene
	ENSG00000275503	processed_pseudogene
	ENSG00000257830	lncRNA
TBC1D3P6	ENSG00000224966	unprocessed_pseudogene
	ENSG00000285102	transcribed_unprocessed_pseudogene
SRARP	ENSG00000183888	protein_coding
KRT81	ENSG00000205426	protein_coding
	ENSG00000233078	lncRNA
HSPB7	ENSG00000173641	protein_coding
AKT2	ENSG00000105221	protein_coding
	ENSG00000287051	lncRNA
	ENSG00000257829	lncRNA
KRT83	ENSG00000170523	protein_coding
CLCNKA	ENSG00000186510	protein_coding
KRT89P	ENSG00000274928	transcribed_unprocessed_pseudogene
KRT85	ENSG00000135443	protein_coding
KRT84	ENSG00000161849	protein_coding
	ENSG00000258253	lncRNA
KRT82	ENSG00000161850	protein_coding
	ENSG00000257500	lncRNA
KRT90P	ENSG00000257844	unprocessed_pseudogene
KRT75	ENSG00000170454	protein_coding
	ENSG00000232456	unprocessed_pseudogene
FAM131C	ENSG00000185519	protein_coding
KRT6B	ENSG00000185479	protein_coding
	ENSG00000285986	unprocessed_pseudogene
KRT6C	ENSG00000170465	protein_coding
OR2T8	ENSG00000177462	protein_coding
ZBTB2P1	ENSG00000278480	processed_pseudogene
FHAD1-AS1	ENSG00000233485	lncRNA
	ENSG00000236045	lncRNA
EFHD2-AS1	ENSG00000228140	lncRNA
CCDC88A	ENSG00000115355	protein_coding
EFHD2	ENSG00000142634	protein_coding
KRT6A	ENSG00000205420	protein_coding
CTRC	ENSG00000162438	protein_coding
	ENSG00000235749	lncRNA
OR6F1	ENSG00000169214	protein_coding
KRT5	ENSG00000186081	protein_coding
	ENSG00000239395	protein_coding
OR14A2	ENSG00000241128	protein_coding
OR14K1	ENSG00000153230	protein_coding
OR9H1P	ENSG00000228336	protein_coding
OR10K1	ENSG00000173285	protein_coding
OR2T12	ENSG00000177201	protein_coding
OR2T33	ENSG00000177212	protein_coding
ZBTB8A	ENSG00000160062	protein_coding
ZBTB8OS	ENSG00000176261	protein_coding
KRT71	ENSG00000139648	protein_coding
KRT74	ENSG00000170484	protein_coding
KRT72	ENSG00000170486	protein_coding
RN7SL432P	ENSG00000242769	misc_RNA
NRAS	ENSG00000213281	protein_coding
RNY1P13	ENSG00000201900	misc_RNA
SIKE1	ENSG00000052723	protein_coding
	ENSG00000205041	lncRNA
MIR641	ENSG00000207631	miRNA
RNU6-945P	ENSG00000206674	snRNA
C19orf47	ENSG00000160392	protein_coding
KRT73-AS1	ENSG00000257495	lncRNA
OR2T29	ENSG00000182783	protein_coding
KRT73	ENSG00000186049	protein_coding
DDX11L1	ENSG00000223972	transcribed_unprocessed_pseudogene
	ENSG00000289383	lncRNA
CD3D	ENSG00000167286	protein_coding
WASH7P	ENSG00000227232	unprocessed_pseudogene
MIR6859-1	ENSG00000278267	miRNA
MIR1302-2HG	ENSG00000243485	lncRNA
MIR1302-2	ENSG00000284332	miRNA
FAM138A	ENSG00000237613	lncRNA
OR4G4P	ENSG00000268020	unprocessed_pseudogene
